reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A25V9TUICDB05P,0547863381,"Kevin Armstrong ""Trackin Dog""","[0, 0]",This previously untold story of women's involvement in Nazi aggression sheds light on still another aspect of WWII. Most interestingly to me is how the Nazi philosophy spread through all segments of German society. If the book has a shortcoming it is that the reader is required to have a rather in depth understanding of the times and places to get a full appreciation of the content. The problem is easily overcome with a good map or two.,4.0,Another aspect of WWII,1389830400.0,"01 16, 2014"
A2EU2D5H2EG9KP,B006E9R6TE,Pablo Ulloa Pena,"[0, 0]",Uhhh...buenisimo entrega ..excelente. Esta entrega ju to al libro estuvo buenisima y le doy lo que se merece un 5 de 5,5.0,excelete libro y servicio.,1391904000.0,"02 9, 2014"
A3G16MLRTWB3ZE,B00005Y8ZT,Drude,"[0, 0]","Love the concept of the ditzy dame being in a show because her husband has backed it.  Mercury trying to teach his emotionally challenged father Jupiter about how to feel love is both funny and poignant.  The music and lyrics are upbeat and full of zingers, but also tender in spots.  Come see a production of this fun musical in May of 2013 at Westfield Community Players!",4.0,"Clever, Lively Spoof",1351209600.0,"10 26, 2012"
A19N6P5ADP49OH,B000I3239A,amy,"[0, 0]",This lunch box is ok. Small and works great for a child. Its thin and not very insulated so we have to use freezer packs in it.,3.0,Great for kids lunch.,1380672000.0,"10 2, 2013"
A3IW7NH8QJUKBL,B000ME3RQS,Catherine Parker,"[0, 0]","I have already reviewed this item back on February 5, 2008.  The product was delivered quickly and was what I thought it was going to be.",5.0,2nd review,1203897600.0,"02 25, 2008"
A24MK6R73P8C70,B00ENB2CSK,"C. Bogus ""bibliophile""","[0, 0]",There are not many apps (or not many I use anyway) that appear to be compatible with the Epson app.  So far all I have are two which are photos and contacts.  Don't need to print out either of these too often so can't say as it is beneficial to me.  I would like to print docs but mine are pdfs so wont print.,3.0,Not too happy,1395878400.0,"03 27, 2014"
A2C9NL74C84HXS,1479255858,Kerri Cravey,"[0, 0]","Phil Lewis' debut novel, Fall, Rise is a great read about the potential future of America. At times it felt as if the book was a prophetic wake-up call to what could happen if we continue to lose our civil liberties for the sake of a stronger government. The book is written from a dad's perspective, raising a son in this turmoil time, and the need to encourage our children to also rise up and to be leaders and choose to do the right thing.  Too many of today's youth do not have this firm foundation of hard work and doing the right thing.  I believe it is a timely read for all Americans to read.",5.0,Must read if you are concerned with American future,1352073600.0,"11 5, 2012"
AV38885K00I8X,B001OSUSW2,Donnie mabe,"[0, 0]",loud crisp clear tone sounds fabulouis but laks attention tro detail as far as finish cleanliness mine has over spray and sanding dust in the finish anh sand/file marks on the inlay of the neck just being picky as it plays great,4.0,masterbuilt,1372032000.0,"06 24, 2013"
AIQDUKFB4X38M,B000IOC7RW,VonMalcolm,"[1, 1]","These rye chips are not for people with brittle teeth or sensitive gums:  they are very crisp.  The rye chips are a great snack for a taste and texture that is something different from potato/tortilla chips, pretzels, crackers, puffs, etc.  I see that the price has more than doubled since I ordered them:  I hope that this price doesn't remain:  I would like to order these rye chips again, but not at this price.",5.0,Crunchy & Flavorful,1318032000.0,"10 8, 2011"
AOEVM934MXENM,B00BIO4XXM,MrPicky,"[0, 0]","If you buy these boots, people will be hard pressed to believe you when you tell them they are brand new, but the &#34;distressed&#34; look is the attraction to them.  I am deducting 2 stars for: being made in China. For the price, I expect made in Italy or Made in USA. I am also deducting 1 star for how dang hard they are to put on...once on, they are really comfy but they are a pain to get on.",3.0,Nice looking boots,1387324800.0,"12 18, 2013"
AOWR439SDZ6UR,B00FAPF5U0,,"[0, 0]",I am into puzzle games like this. Once I knew what to do there was no letting go. Fun! Fun!,5.0,Addicting,1390867200.0,"01 28, 2014"
A1PI5PYG2R4ZRL,B000M0JWIY,TLynch,"[0, 0]","I purchased this router in May. It's now the end of July and I still do not have a working router. Bountiful has my defective one and seems incapable of either telling the truth or sending me a new router.I was told I would have one cross shipped to me by bountiful after Amazon refused to honor the warranty. That didn't happen.I was told by bountiful then that they had my router ready to ship to me immediately. after 4 days, I called and asked where my router was and was told that a supervisor at bountiful had cancelled my router and sent the unit to some other customer.I have now been told that bountiful is overnighting a router to me. We'll see.Do yourself a favor and never buy anything from this company unless you want to throw money away.",1.0,Poor customer service,1280102400.0,"07 26, 2010"
AX9N99JXJE268,B0013CTQTA,nikki,"[0, 0]",This hair was very affordable and cheap priced and the hair was fine but it just wasn't the texture I expected Im used to the silky hair but im sure it would have been fine for someone looking for this texture.,1.0,Not Great.,1354492800.0,"12 3, 2012"
A098492715I4ZGRRYN6Z3,B00EKSV9CQ,Amazon Customer,"[0, 0]",All three books were great the telling story lines the endings she is a true writer and I hope to read many more,5.0,doctors orders box set,1400371200.0,"05 18, 2014"
A1U3LXV9X5XDL5,B006HKCR9O,Cheryl Aschoff,"[0, 0]",This is one of my absolute favorite OPI summer colors and I was thrilled to see that it came in the gel formula.  It is so pretty on.,5.0,Great OPI Gel Color,1371427200.0,"06 17, 2013"
A2D98S1RJOQ4IF,B004ZLI1BK,"D. Spearow ""Random Buyer""","[0, 0]",This fit just fine on our queen bed foundation. The green came out just like it looks like in the picture.,5.0,Fit fine,1370736000.0,"06 9, 2013"
A1X7DXD8N0NFZV,B00G8L58CA,Sarah,"[0, 0]",It seems like working now.I've been taking this almost 3 weeks and all my pants fits me comfortable but don't know how much I lost weight. .I'll definitely take more!!,4.0,It works! !,1399420800.0,"05 7, 2014"
APRDN7DVCD6WV,B006FXCZ8Q,lyncat,"[0, 0]",This spray is wonderful. I have ordered several of these to keep on hand if our puppy has an accident. It is also great to keep our carpet smelling clean when our cat spits up a hair ball.,5.0,Wonderful Product,1396396800.0,"04 2, 2014"
ACD0ZNH9ED2E6,B000IE0V02,"slj ""slj""","[2, 2]","The product I received is NOT as advertised--I ordered this item because it was advertised as a Kuhn Rikon product. What I received is generic and does not at all match the Kuhn Rikon decorating set, as pictured and which I already own. I wanted a second set to be interchangeable with the original. This set is entirely different, not at all as pictured. It may work, but the plastic has a horrific smell, even after careful washing and air-drying for more than twenty-four hours. If you want quality, even at a low price (the KR item I had was well under $10), this is not the item to purchase.",1.0,Not As Advertised,1390521600.0,"01 24, 2014"
APH46QW16VBCF,B003ZTU0OO,JMW,"[0, 0]",This is the second one I have purchased.  I have one at home and on I keep in my travel bag.  I have four Items I charge every night and this is the answer to my prayer for a four port USB charger.,5.0,USB Travel Charger,1355616000.0,"12 16, 2012"
AGKEOBA122GPP,B00004TTGF,Peter A,"[0, 0]","If you are looking for Veruca Salt material on this album, you won't find much.  Ms. Gordon has certainly shifted both song writing and production values on her solo albums.  That being said, I REALLY like her solo stuff.  Both albums are gems.",5.0,A new favorite,1355356800.0,"12 13, 2012"
A15AKX01RO8Y3D,B000CQTG98,R. A.,"[0, 0]","The office is about 10 feet by 20 feet, with no cross-ventilation available.  This fan stays out of the way, and does not create any drafts or other distraction.",5.0,Quietly moves sufficient air to keep windowless office from being stuffy.,1378684800.0,"09 9, 2013"
A2WX57NE8L3ZCG,0345504984,andrea olson,"[0, 0]",Biggest problem w/this 2nd book in trilogy is that 3rd is no where in sight. Cannot find any info on when we can expect finale.  Very frustrating!,5.0,WARNING,1397952000.0,"04 20, 2014"
A3RSBPA6YUMNFX,B00408LLDS,robin,"[1, 1]","I've purchased about 5 different kitchen towels and these are the best. It dries the dishes perfectly.  I love them so much, I'm buying my mom some. Would definitely recommend.Note: my review is based on daily use for the last 3 months.",5.0,I love these towels,1342310400.0,"07 15, 2012"
A118SP493M6OM2,B0006OM094,simonsez,"[0, 0]","I'll start by saying that this product would seem to be more than adequate for its intended purpose of setting-up and delivering fast, portable, flip-chart style presentations/demonstrations. I will caveat this assertion with my concern that durability may become an issue rather quickly, depending on use.As mentioned in the review title, I bought this &#34;Display Book&#34; with an alternate purpose in mind; to use as a sort of portfolio, to store, transport, and I was hoping, to be able to display 11x17 photo and digital art prints. Unfortunately, the easel doesn't stand well on its own when not completely full to facilitate balance, or if using different weights of card-stock or photo paper. The internal liner pockets are fairly thin and don't offer enough rigidity to provide adequate protection, when attempting to flip the pages, while utilizing thinner grade photo paper.Overall, the quality of the product is good (especially for the price), and many other reviewers have provided testimonials to its usefulness for presentations. I wanted to share my experience because, at the time of this review, there are not a large number of cost-effective options available for 11x17 photo/print display and storage. While this product can serve that purpose, I found that it may be worth considering the higher-priced archival options.",3.0,Somewhat Missed for Alternate Purpose,1391299200.0,"02 2, 2014"
A38NYTY6TUUQB5,1466315911,new yorker,"[0, 0]","I've been waiting for another Paulette Callen mystery since her last marvelous book, Command of Silence, and Death Can be Murder does not disappoint.  The women in Death Can be Murder are funny, sassy and like all Callen's characters, so much more than what appears on the surface.  I laughed out loud at the on-target midwestern small town zingers--the church ladies and the iceberg lettuce on the restaurant menus.  How great to have fun and dogs and dry humour in a story with thrills of real danger and mystery.  I do hope this band of women shows up again in the  next Callen book!",5.0,Wonderful mystery,1325548800.0,"01 3, 2012"
A126AY9B6H29AH,B000AMSRUS,M. Tillinghast,"[0, 0]","I loved the sounds and the feelings of those years and O'Jays are the best!  Outstanding craftsmanship, good rhythms and strong vocals.",5.0,Love Train - the Best of,1354924800.0,"12 8, 2012"
A2VX5NSE5Z61C8,B007KEZMX4,LCR,"[0, 0]","This is a great product.  It replaces my apple tv unit that had failed, and so far I have been very pleased.",5.0,"Delivered on time, at a fair price, and in perfect condition.",1387065600.0,"12 15, 2013"
AGG58HUOFXUYL,0375505113,"Melinda Lucas ""novel lover""","[3, 4]","A richer, fuller story could have been told by a better writer. All of the characters and settings required for a great story are here, but the narritive left me wanting more. Ms. Kazan obviously has ties to the publishing world due to her marriage to the famed director. This book fails as a drama because I didn't care aboout any of the characters as they held no special interest for me because they were so one-dimentional and Halide never realizes her &quot;gift&quot;. The book dosen't really hang together. You can find something else better to read... try just about anything.",1.0,What Gift?,1046044800.0,"02 24, 2003"
A3EU4PJK9MKS81,B0009A6KFA,"Frank the Tank ""big baller""","[0, 0]","Dealing with jewlery salespeople is like dealing with car dealers.... misearble.  Using Amazon to buy the engagement ring was the best decision I could have made.  Such an easy process, such a great price, and the customer service was superb.  There was a slight delay in delivery (one day) and I had an email letting me know to expect the delay, and a refund of $70 for the inconvience.  The ring showed up looking exactly like I thought it would, my fiance loved it, as has everyone she has shown.  I would recommend getting your ring on Amazon to anyone I know.",5.0,"Makes it so very, very easy.",1140912000.0,"02 26, 2006"
A3VJR8NSWBVYT0,B000QRJYFY,H. Campbell,"[0, 0]",I love this ring! I ordered it for my 6 year old daughter for Christmas and it is perfect at a wonderful price.,5.0,Super cute!,1261440000.0,"12 22, 2009"
A7GX1PPITVAVL,1494981327,Stephen R McClure,"[4, 4]","This is a great getting started book, there are a TON of delicious looking photos, guides and recipes.I like how the book is laid out, The recipes are grouped based on the main ingredient to be cooked. There are recipes for Eggs, Poultry, Pork, Seafood, Beef, Lamb and Vegetables.Each recipe tells you how much time you need to cook the main ingredient for and when to start prepping the other ingredients to achieve perfect results. The recipes are laid out for the Codlo but can easily be adapted if you don't have one.XI YEN TAN did an amazing job of photographing the food. I like that there are color photos with each recipe it lets me know what the end result should look like.Overall I say that this is well worth it!",5.0,Good Getting started book,1400112000.0,"05 15, 2014"
A2IVH0QY9MPWBM,B000P25800,Mary E Simmons,"[0, 0]","This Alien fragrance NEVER disappoints me! Alluring, smooth and tantalizing for my soul!!! My ALIEN is by far my favorite scent!",5.0,Fantastic!!!,1377129600.0,"08 22, 2013"
A1C9YLMTS3PBVD,B000GP171K,Byran  Boyle,"[0, 0]",If you like a tall top. Then this hat is for you.. trucker style. Description didn't say it was this style and I assumed it was relax fit.,2.0,If you like a tall top,1405123200.0,"07 12, 2014"
A1OIK3RSIWJT0Q,B00A8O8PPA,IzzieCA,"[1, 1]","A great way to feed your dog very high quality ingredients. Easy to make, just add water and let re-hydrate for a few minutes. I have been using Honest Kitchen products for 6 years now, and even my pickiest eater loved it.",5.0,Great Nutrition For Your Dog,1372982400.0,"07 5, 2013"
A2CZ7KDBRGI3ZJ,B004LOMB2Q,Raechel R. Knight,"[0, 0]","love that I can have all my info at my fingertips wether I am using my iphone, droid, or Pc!  easy to use!",5.0,love it!,1322179200.0,"11 25, 2011"
A1SGM5MGF76LA8,0446579009,Jane Manning,"[0, 0]","...because the first part of the book was so good I would give it 5 stars but the second part was so mind numbingly dull, I would give it 0. It was like the author had a big book of &#34;The History of Chicago&#34; on her lap and was turning the pages, plugging her characters names into it. Indians - check, Civil War - check, Chicago Fire - check!  I grew up on the Far Northwest side of Chicago and was pleasantly surprised to find Chief Sauganash aka Billy Caldwell mentioned. Other than that, the constant name dropping. &#34;Comiskey&#34; and &#34;Marshall Field&#34; etc., with them having no actual part in the character's story got to be really tedious. I was skimming, skimming, skimming just trying to get done with it! That being said, I would recommend the book to anyone interested in the learning more about 'the Great Starvation.' That part of the book alone makes it worth reading.",2.0,If I could give it 2-1/2 stars if I would...,1401321600.0,"05 29, 2014"
A1GXLP2LXNPG34,B0012V1N3O,Amazon Customer,"[0, 0]",I ordered this cookie jar for my son. It arrived early and has a rough look to it like your cookie jar saw combat the picture you see on the box doesn't do it justice. My son loves his cookie jar its perfect for what i wanted and i think it is very well made it feels heavy like an older cookie jar it isn't plastic its cermanic.,5.0,great cookie jar,1325030400.0,"12 28, 2011"
A114Y9ZRTEFL3L,B001CZH81G,Sargassm,"[0, 0]","Everything about this humidor is cheap and I've had a number problems with this unit. First, the glue that holds the humidifier in place isn't strong enough to hold it onto the lid for more than a week. Second, the Spanish cedar seal is literally just a paper thin layer of wood pasted onto cardboard and one of the segments arrived loose and later came off. Third, the top and bottom layers of wood are also paper thin. Fifth, the felt lining the outside bottom of the humidor started to come off after two weeks. I'd say to save yourself some headache in the long run and spend a little more on a better humidor from online or from a local shop.",2.0,Really cheap,1370304000.0,"06 4, 2013"
A6KY6448CTOU9,B002OP1G6G,John C. Walters,"[0, 0]","This is a high quality lens that does everything that the previous reviews have covered.  I wish I had had an opportunity to use this lens for a day and the Pentax 10-16mm lens for a day.  It is possible that the extra $200 for the Pentax zoom might have been a better value.  The only problem with this lens is that the 8mm extreme Fish Eye can easily become too much of a good thing.  I am in the process of honing my skills with this lens, soon it may become my favorite.",5.0,A VERY INTERESTING LENS,1295913600.0,"01 25, 2011"
A3JDFT6891HQIJ,B0043GZFMK,Jonathon Miller,"[0, 0]","Went above and beyond expectations for price, shipped easily and everything went smooth, high quality case especially for the price!",5.0,"Awesome case... Great price, couldn't be happier",1388361600.0,"12 30, 2013"
AQYWW1U2WLHQ5,B003R70OA4,G. Smith,"[0, 0]","I was very disappointed with this item and cannot recommend it. Worked fine for 2 days, then intermittent static on the 3rd day. From then on, it required that I hold pressure on one site to keep even a partial connection. Ordered a different brand made of metal casing from a local supplier. So far it works fine. I will not order knowingly order a &#34;Monoprice&#34; adapter again. Life too short to endure shoddy products (I would rate this zero stars if I could. Not worth even one.)",1.0,Stopped working after 3 days,1398124800.0,"04 22, 2014"
A3HRRRABCM33J9,B00AHOQ63E,Alysandra Lippold,"[0, 1]",My son is very thin and long and this worked great for him. If he had been a pudgy baby I dont' think this would have fit for very long. When we bought these he was around 6 months old and it fit him till about 9 months. As of right now he is fitting clothes exactly as the label says. He is thinner and more active then most of the people I know around his age so I think its a little unusual.If your baby is chubby I would go a size up on this.,4.0,For smaller babies,1386115200.0,"12 4, 2013"
A3ES1Q1FUIAFUM,B001AEZ9B0,Roger D. Schulman,"[1, 1]",I wear this hat for golfing and going to the beach.  Great sun protection.  The venting keeps me cool also.,5.0,great for golf and beach,1354838400.0,"12 7, 2012"
AIG7CGNCKU2DF,B001ELL8BO,Maribel Gutierrez,"[1, 1]",I used this product for my daughters 15 birthday party. The gummi bears tasted great and it looked very pretty in the candy station. The only thing was the color. They were too read but they were good.I got a lot of great comments about the great taste of the gummi bears.,5.0,15 birthday candy,1377820800.0,"08 30, 2013"
A1V0ZOJF2LLWDA,B000HJ4IPW,"Amazon Customer ""Live, Love, Laugh""","[0, 0]","I've used this a few times and love the smell.  But I'm not quite sure if it is improving my curl pattern or not.  However, it does leave my hair nice and soft.",4.0,I love the smell,1398643200.0,"04 28, 2014"
ASJIP91ZOMR69,B008FHUMPI,Eric J,"[0, 0]",This coffee is bold and dark. It has as much caffeine as comparable dark roasts but doesn't have you bouncing off the walls after one cup. We can't find this in the stores so we order it here. We love it!,5.0,Dark and Delicious,1380758400.0,"10 3, 2013"
AKZ2QUTZMD548,B000FICAS2,"G. Stewart ""Drogen1""","[5, 6]","True enough; when I pulled this bag out of the shipping box I was reminded of that old '60s show 'Land of the Giants'. I was a you know what compared to this bag. I knew it would be smaller. Road bikes don't have a lot of extra seat-post sticking in the seat tube. Since this bag was intended to be clamped & cantilevered to the seat-post via their racks Topeak never intended this bag to be able to haul a gallon of milk for instance. Road bikes were never designed for a rack system...not a bona fide road bike anyway. This bag will hold a jacket and/or some dinner for that night...not necessarily at the same time.28 x 15 x 18~23 cm11.0"" x 5.9"" x 7.1""~9.1""That's from the Topeak WebsiteCapacity 11.47 l / 700 ciSo's that. Better than nothing at all in variable weather while still enjoying your roadster.",4.0,"Hello, this is for a road bike!",1221177600.0,"09 12, 2008"
A3P793UGUXSHB,B001DM3Q5U,Mark E.,"[1, 1]","My son's a Pac-Maniac and I work at walmart so I bought him this one day. He already hadPac-Man Worldfor the PS1 and thought that it's the best game ever. So I bought this as a surprise for him. He loved these, but especially World 3. Here's infoPac-Man:That's right the same 80's arcade game where you journey through the maze & avoid Blinky, Pinky, Inky, & Clyde(the Ghost Gang) Available from the start in World 3 and unlockable in World 2.Ms. Pac-Man:The Sequel where players journey through changing mazes as Pac-Man's wife. (And the ghost Sue is introduced.) Unlockable in World 2Pac-Mania:A 3D maze game where our hero(He can jump!) moves through Pac-World while avoiding several ghosts. Unlockable in World 2Pac-Attack:A tetris-esque game where the player drops blocks for points. If the payer gets ghosts in a row when Pac-Man arrives the player gains many points. Competitive mode available. Unlockable in World 2.World 2:A game where an ubber-ghost(Spooky) escapes his prison and return's to ghost island to gather an army. The Player controls Pac-Man chasing the Ghost-Gang and Spooky across Pac-Land & Ghost Island while gathering six golden fruit to drive Spooky back.World 3:A different game where Pac-Man gos beat em' up. The player must also control Blinky, Pinky, & Toc-Man in sequences to defeat certain enemies, and blaze trails. The main objective is to keep the Spectral Realm(Ghost World) and Pac-World from colliding by the work of a mad-scientist.World Rally:The fourth edition to Pac-Man World that's a racing game. The three World villains are playable and other Namco characters(Prince, Pooka, & Fygar.) are unlockable. And of course The Pacs and Ghosts are playable.The games are fun and kept my son busy for a year all-together.",5.0,Pack of POWER!,1308441600.0,"06 19, 2011"
A39H02T64ZQ2ED,B0000223VX,fmcon,"[10, 17]",I have 3 chopmaster blades two chop saws and one for a table saw.There very good blades but they will go dull like other less expensive blades.I rate it slightly better than my CMT blade but it cost twice as much.I like that Forrest will replace the teeth and straighten the blade but you can get very good blades for much less.,3.0,Good but expensive,1235433600.0,"02 24, 2009"
A3MKLME10UMVHV,B004YWJWXQ,1VAarcher,"[1, 1]","good, shaft requires staining, so you will need to pick out your own color shade. good price and value for the money.",5.0,good,1353283200.0,"11 19, 2012"
A3J3NA81UUP193,B00188KD1E,J. Streifer,"[1, 2]","This movie is possibly the funniest one I have seen in a very long time. I did all kinds of theatre productions through school, and I have to say, this movie had me hysterical with tears streaming down my face throughout nearly the entire thing. Although the movie could be construed inappropriate in many parts, with its sexual innuedos, it's well worth watching.",5.0,Hamlet 2,1229990400.0,"12 23, 2008"
AHPX71LWPYX04,B002HQCWYM,Debra VanSandt,"[0, 0]","I love Peppermint tea for many occasions, so I find this to be a great addition for the Keurig. It gives my family an alternative to caffeine and is also great for when anyone has the flu (helps with tummy upset) or a cold (can be tasted no matter how messed up your tastebuds are).",5.0,Good and Good For You,1377907200.0,"08 31, 2013"
A18F6OXTWQ66GA,B000BQN4T2,"Betty L. Modra ""racer63""","[0, 0]","Very clear instructions, even a minor electrician can mount and install this switch.  Works as good as more expensive models.",5.0,As described,1358035200.0,"01 13, 2013"
A3PTQT796TTBJ9,B003TXSKNE,mcs1001,"[5, 13]","I was ready to jump ship to AT&T; and the iPhone till I heard this phone was coming out. Picked mine up yesterday and I love it (except for battery life).PROS: Great UI, great unified email, browser, maps, etc...seems to be on par with/surpass iPhone. Cool built it power analysis tells you what your battery is being used up by.CONS: battery life! The great looking screen is a battery HOG! In the 8hrs since a full charge 75% of the drain was due to the screen. . I even have the brightness turned all the way down and the screen time-out set to the minimum.",3.0,Awesome phone...poor battery life,1279324800.0,"07 17, 2010"
A6XVY732T2ZSW,B00896QJ9I,"Brittney A. Cole ""Brit""","[0, 0]",This was such a great value for everything that you got. You cant find this product for this price anywhere else.,5.0,Comforter Set Review,1358812800.0,"01 22, 2013"
A34XTGCCP52L5H,B000AYKUUQ,"Samuel B. Lopez ""voreason""","[0, 0]","This is a great little camera. I've owned more digital cameras than I want to admit, but this little beauty is small enough to fit in your pocket or purse. Until someone proves me wrong, I believe it's best to stick with camera makers for digital cameras and not an electronic maker. Canon has been around the camera business a long time and has always put out excellent products for both consumers and professionals. From what I've read, 7mp is just about the sweet spot for this size sensor.",5.0,One fine little camera,1184284800.0,"07 13, 2007"
A36FGGHAPMF672,B00005OW09,"Richie ""'Fear the Chibi ^_^ '""","[0, 0]",Finally the whole boxset in one convient package. The series is a lot of fun and it's just one wild ride to another. One of the best!,4.0,Trigun!,1386288000.0,"12 6, 2013"
APBDP4OJ7DO39,B000FI4PZS,"Tanushri ""Tanushri""","[4, 5]","Hi! I ordered my set on friday and delivery on tuesday, so no worries there and the shipping was free too,another plus.However the set itself is not of good quality,the back of the comforter is smooth but the fabric very poor quality, the decorative pillows are not filled right, it looks as though i made my 2yr old stuff it.BUT the set looks nice on the bed.and the deal is great too.i bought it for 19.99.and i will use it only for decorative purpose.It may cost me more to return it than what i paid for it.A Definte NO if $99.99",3.0,"Not exceptional quality,but worth the price.19.99",1160524800.0,"10 11, 2006"
A22Q3DG4CHS4JA,B002VKE0XA,"Jelly Jar ""Granny""","[12, 17]","I saw this in the wonderful Moolah Theatre in beautiful downtown St. Louis, MO. To start with, the awesome speaker system there did nothing for the terrible sound quality of the movie. They may have wanted it to sound more like the filming was being done by a camcorder, but gritty muffling throughout did nothing but detract from the entire experience.Another reviewer alluded to this movie as having the type of appeal that would attract eight-year-olds or those with eight-year-old intelligence levels (using much more degrading words, of course.) I wouldn't necessarily agree with that notion. On the contrary, the eight-year-olds and teenagers were the ones who were LAUGHING in the theater. NOBODY screamed until the last ten seconds.The bore factor here was incredible. Time crawled by while two shallow characters, Micah and what's-her-name, dealt with a supernatural entity that was never seen. Hey, it's okay to not show the demon; I understand that that's supposed to be part of the fear factor, but saving the best part of the movie for the extreme end when it could have been introduced as a foundation early on and then built upon for additional scares was a HUGE golden opportunity missed by everyone involved. But that's not all as far as missed opportunities go...the whole thing with the psychic, or whatever that character was supposed to be, was flawed and underdeveloped. That individual situation could have been expanded upon to create a whole different angle and level to the movie.So why all the hype, you ask? I have two theories. It may be one or the other, but its most likely a combination of both:1. Exceptional marketing, whether deceiving or not! 'Nuff said.2. When horror is presented in such a way that it is less about the grandiose, over-the-top, literally unbelievable, Hollywood presentation like ""Poltergeist,"" for instance, and more about something that is so subtle that it could actually happen to ""YOU,"" it opens the door for personal fears to creep through and subject the subconscious to a taste of a not-impossible reality.That being said, I give the movie and its makers three stars for effort, but keep in mind viewers, MOST of this movie is VERY boring.Three Stars ***",3.0,"Don't believe the hype! This ""Paranormal"" movie is nothing above normal!",1262131200.0,"12 30, 2009"
A9S9ELQL8UW7J,B002EVPBH0,Martin B. Drake,"[0, 0]","I am one of those people that have a hard time finding comfortable headsets.  I have big ears or something and it's just hard to keep them from getting sore for more than 15min with most headphones.  I love everything about these headphones.  I've owned them over a year and they still work great and show no signs of wear and tear.  The 5.1 sounds amazing.  It has a 7.1 feature which does a great job of immersing you in a game and giving you a real feel of directionality (I can tell where I'm getting shot from) in video games, but it makes everything sound kind of 'hollow' so I don't really use that feature.Things I wish they would change:-I wish I could lock in my head phone sizing.  There's no way to do that at the moment.  Not a big deal as it doesn't change size while it's on my head.  Usually it happens as I take it on or off.-I wish it wasn't USB so that I could use it for everything!",5.0,Great headset!  I wish I could use it for everything.,1331337600.0,"03 10, 2012"
A2VZLHUQIJFVFM,B000W4PNDS,Dr. V,"[6, 7]","Ok, this system is amazing. For years I dealt with irregularity, slow digestion and that feeling of ""not being empty"". I had tried dietary changes with limited success, but there were still issues. Doctors could not find anything wrong, they just recommended more fiber and water, something that I was getting plenty of already. I tried Align and withing 4 days I started seeing improvements, within 2 weeks I felt great, all of my issues were relieved and I am thrilled. TRY THIS PRODUCT!",5.0,YES YES YES!,1321228800.0,"11 14, 2011"
AU4CSLCDF677Z,0671041487,A Customer,"[0, 0]","This book is meant to be a direct(ish) adaptation of the game to a novel, and jeff pulled it off spectacularly. For anyone who has played the game this is a must read.",5.0,Excellent,1276992000.0,"06 20, 2010"
A1EYBRY0B0BL2U,1442359781,Grandpa,"[0, 0]","Well Steven King Has Done it again,with his wild imagination in this short story he keeps you guessing right up to the end, and surprise,he has you again with a ending that nobody else would ever come up with.",5.0,Grandpa,1350777600.0,"10 21, 2012"
A1AFQYR6NQMJKW,B007PYY8K2,Melissa Reyes,"[0, 0]",Its very very cute.. and stylish.. im just scared that i will drop it and my phone will crack because i have slippery hands.. but its cute. Guess ill have to be extra careful..,3.0,Cute,1396656000.0,"04 5, 2014"
A156DL305O94MP,B00IN6WA1K,John Relish,"[0, 0]","I am glad that I purchased this book about real estate because I was a complete newbie to it and I wanted to learn more about the subject. The essential steps to make money fast were especially helpful because I found out ways to make money that I would have never thought about before. This book even has a create your own business plan chapter where the author goes gives helpful advice on how to create an action plan. Good book, highly recommended.",5.0,Real Estate is the Real Deal,1394236800.0,"03 8, 2014"
A2MMNJE4066X3X,1567262961,Ryan McBride,"[0, 0]",I had to purchase this book for a graduate class I took. Kindle edition took some time to get used to since it is not like an Adobe .pdf file. Content was lacking any real depth and examples to actually grasp the information so reading it was harder than it should have been.,3.0,Book is so dry you can catch fire reading it.,1397692800.0,"04 17, 2014"
A5UPDH6U4LOUT,B00505CJGS,Whatsgnu,"[0, 0]","A really down to earth and fun account of a man's ride in the  rally.  I am in awe of anyone that can go to a country and ride on a ""different side of the road ""under such conditions as you experience in the rally.",5.0,A fun read !,1387152000.0,"12 16, 2013"
A1BBLQ702QKLY1,B0006HWLW2,Woodshop Man,"[0, 0]","The paper is very thin, but the purpose of these is just to jot down some errands and then toss them; so it works fine.",4.0,Does the trick,1396137600.0,"03 30, 2014"
AXYQGC54CT7LM,B005CHZZ06,loloetta,"[1, 1]","Being a fan of the group Celtic Thunder, it was only natural for me to pursue the works of any of their members.  George's cd is very good, relaxing and a joy to listen to.  I also bought Paul's cd;  which is also very good.  I'm looking forward to more from Celtic Thunder, as well as it's members.",4.0,The White Rose,1334448000.0,"04 15, 2012"
A20IGT39YVY1UR,B00BLFTG44,Christine Forrest,"[0, 0]","Super cute and I got lots of compliments on it. The magnet isn't very strong and it started to fold the wrong way after about a month or two. But it was super cheap and totally worth it. I would have kept using it but the flaps kept getting in the way of my pictures, not a big deal but I take A TON of pictures with my phone. The flaps helped helped me grip and balance some shots but I ended up just getting sick of it. Cool case though!",5.0,Super cute!,1401494400.0,"05 31, 2014"
